Date,Division,Category,Headcount,Budget_IDR,Actual_IDR,Year,Month,Month_Name,Variance_IDR,Variance_Pct
2023-03-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2215,826532000.0,827907000.0,2023,3,Mar,1375000.0,0.16635774537464976
2023-03-01,Manufacturing & Produksi,THR & Bonus Tahunan,2215,959833000.0,0.0,2023,3,Mar,-959833000.0,-100.0
2023-03-01,Manufacturing & Produksi,Training & Development,2215,332250000.0,274887000.0,2023,3,Mar,-57363000.0,-17.265011286681716
2023-03-01,Manufacturing & Produksi,Recruitment Cost,2215,10611000.0,14509000.0,2023,3,Mar,3898000.0,36.73546319856752
2023-03-01,Manufacturing & Produksi,Other Employee Benefit,2215,1218250000.0,1181664000.0,2023,3,Mar,-36586000.0,-3.003160270880361
2023-04-01,Manufacturing & Produksi,Basic Salary,2218,11533600000.0,11464202000.0,2023,4,Apr,-69398000.0,-0.6017028508011376
2023-04-01,Manufacturing & Produksi,Fixed Allowance,2218,1730040000.0,1794130000.0,2023,4,Apr,64090000.0,3.7045386233844306
2023-04-01,Manufacturing & Produksi,Variable Allowance/Incentive,2218,576680000.0,576057000.0,2023,4,Apr,-623000.0,-0.10803218422695429
2023-04-01,Manufacturing & Produksi,Overtime,2218,1614704000.0,1443915000.0,2023,4,Apr,-170789000.0,-10.577108869489392
2023-04-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2218,827651000.0,837863000.0,2023,4,Apr,10212000.0,1.233853399560926
2023-04-01,Manufacturing & Produksi,THR & Bonus Tahunan,2218,961133000.0,11111178000.0,2023,4,Apr,10150045000.0,1056.04999516196
2023-04-01,Manufacturing & Produksi,Training & Development,2218,332700000.0,343123000.0,2023,4,Apr,10423000.0,3.1328524195972345
2023-04-01,Manufacturing & Produksi,Recruitment Cost,2218,10625000.0,6775000.0,2023,4,Apr,-3850000.0,-36.23529411764706
2023-04-01,Manufacturing & Produksi,Other Employee Benefit,2218,1219900000.0,1138887000.0,2023,4,Apr,-81013000.0,-6.64095417657185
2023-05-01,Manufacturing & Produksi,Basic Salary,2224,11564800000.0,11650202000.0,2023,5,May,85402000.0,0.7384649972329829
2023-05-01,Manufacturing & Produksi,Fixed Allowance,2224,1734720000.0,1740666000.0,2023,5,May,5946000.0,0.3427642501383509
2023-05-01,Manufacturing & Produksi,Variable Allowance/Incentive,2224,578240000.0,572890000.0,2023,5,May,-5350000.0,-0.9252213613724405
2023-05-01,Manufacturing & Produksi,Overtime,2224,1619072000.0,1570321000.0,2023,5,May,-48751000.0,-3.0110458336627404
2023-05-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2224,829890000.0,811485000.0,2023,5,May,-18405000.0,-2.2177638000216895
2023-05-01,Manufacturing & Produksi,THR & Bonus Tahunan,2224,963733000.0,0.0,2023,5,May,-963733000.0,-100.0
2023-05-01,Manufacturing & Produksi,Training & Development,2224,333600000.0,297579000.0,2023,5,May,-36021000.0,-10.797661870503598
2023-05-01,Manufacturing & Produksi,Recruitment Cost,2224,10654000.0,11784000.0,2023,5,May,1130000.0,10.606345034728742
2023-05-01,Manufacturing & Produksi,Other Employee Benefit,2224,1223200000.0,1287854000.0,2023,5,May,64654000.0,5.285644211903205
2023-06-01,Manufacturing & Produksi,Basic Salary,2230,11596000000.0,11391558000.0,2023,6,Jun,-204442000.0,-1.7630389789582614
2023-06-01,Manufacturing & Produksi,Fixed Allowance,2230,1739400000.0,1750674000.0,2023,6,Jun,11274000.0,0.6481545360469128
2023-06-01,Manufacturing & Produksi,Variable Allowance/Incentive,2230,579800000.0,561938000.0,2023,6,Jun,-17862000.0,-3.080717488789238
2023-06-01,Manufacturing & Produksi,Overtime,2230,1623440000.0,1513546000.0,2023,6,Jun,-109894000.0,-6.769206130192678
2023-06-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2230,832129000.0,839764000.0,2023,6,Jun,7635000.0,0.9175260085876108
2023-06-01,Manufacturing & Produksi,THR & Bonus Tahunan,2230,966333000.0,0.0,2023,6,Jun,-966333000.0,-100.0
2023-06-01,Manufacturing & Produksi,Training & Development,2230,334500000.0,386230000.0,2023,6,Jun,51730000.0,15.464872944693573
2023-06-01,Manufacturing & Produksi,Recruitment Cost,2230,10683000.0,16462000.0,2023,6,Jun,5779000.0,54.09529158476083
2023-06-01,Manufacturing & Produksi,Other Employee Benefit,2230,1226500000.0,1175035000.0,2023,6,Jun,-51465000.0,-4.196086424785976
2023-07-01,Manufacturing & Produksi,Basic Salary,2233,11611600000.0,11650065000.0,2023,7,Jul,38465000.0,0.3312635640221847
2023-07-01,Manufacturing & Produksi,Fixed Allowance,2233,1741740000.0,1775723000.0,2023,7,Jul,33983000.0,1.9510948821293648
2023-07-01,Manufacturing & Produksi,Variable Allowance/Incentive,2233,580580000.0,558324000.0,2023,7,Jul,-22256000.0,-3.8334079713390055
2023-07-01,Manufacturing & Produksi,Overtime,2233,1625624000.0,1595443000.0,2023,7,Jul,-30181000.0,-1.8565793812099232
2023-07-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2233,833248000.0,819421000.0,2023,7,Jul,-13827000.0,-1.6594099235761741
2023-07-01,Manufacturing & Produksi,THR & Bonus Tahunan,2233,967633000.0,0.0,2023,7,Jul,-967633000.0,-100.0
2023-07-01,Manufacturing & Produksi,Training & Development,2233,334950000.0,439759000.0,2023,7,Jul,104809000.0,31.290938946111357
2023-07-01,Manufacturing & Produksi,Recruitment Cost,2233,10697000.0,16087000.0,2023,7,Jul,5390000.0,50.387959240908664
2023-07-01,Manufacturing & Produksi,Other Employee Benefit,2233,1228150000.0,1311433000.0,2023,7,Jul,83283000.0,6.7811749379147495
2023-08-01,Manufacturing & Produksi,Basic Salary,2237,11632400000.0,11749135000.0,2023,8,Aug,116735000.0,1.0035332347580896
2023-08-01,Manufacturing & Produksi,Fixed Allowance,2237,1744860000.0,1757480000.0,2023,8,Aug,12620000.0,0.7232671962220464
2023-08-01,Manufacturing & Produksi,Variable Allowance/Incentive,2237,581620000.0,551603000.0,2023,8,Aug,-30017000.0,-5.16092981671882
2023-08-01,Manufacturing & Produksi,Overtime,2237,1628536000.0,1687391000.0,2023,8,Aug,58855000.0,3.613982128734029
2023-08-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2237,834741000.0,853999000.0,2023,8,Aug,19258000.0,2.3070629093335535
2023-08-01,Manufacturing & Produksi,THR & Bonus Tahunan,2237,969367000.0,0.0,2023,8,Aug,-969367000.0,-100.0
2023-08-01,Manufacturing & Produksi,Training & Development,2237,335550000.0,333747000.0,2023,8,Aug,-1803000.0,-0.5373267769333929
2023-08-01,Manufacturing & Produksi,Recruitment Cost,2237,10716000.0,18635000.0,2023,8,Aug,7919000.0,73.89884285181037
2023-08-01,Manufacturing & Produksi,Other Employee Benefit,2237,1230350000.0,1069190000.0,2023,8,Aug,-161160000.0,-13.098711748689398
2023-09-01,Manufacturing & Produksi,Basic Salary,2247,11684400000.0,11694571000.0,2023,9,Sep,10171000.0,0.08704768751497724
2023-09-01,Manufacturing & Produksi,Fixed Allowance,2247,1752660000.0,1742179000.0,2023,9,Sep,-10481000.0,-0.5980053176314859
2023-09-01,Manufacturing & Produksi,Variable Allowance/Incentive,2247,584220000.0,588509000.0,2023,9,Sep,4289000.0,0.7341412481599398
2023-09-01,Manufacturing & Produksi,Overtime,2247,1635816000.0,1310686000.0,2023,9,Sep,-325130000.0,-19.8757072922627
2023-09-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2247,838473000.0,835710000.0,2023,9,Sep,-2763000.0,-0.32952760554007104
2023-09-01,Manufacturing & Produksi,THR & Bonus Tahunan,2247,973700000.0,0.0,2023,9,Sep,-973700000.0,-100.0
2023-09-01,Manufacturing & Produksi,Training & Development,2247,337050000.0,355105000.0,2023,9,Sep,18055000.0,5.356771992286011
2023-09-01,Manufacturing & Produksi,Recruitment Cost,2247,10764000.0,18426000.0,2023,9,Sep,7662000.0,71.18171683389075
2023-09-01,Manufacturing & Produksi,Other Employee Benefit,2247,1235850000.0,1203825000.0,2023,9,Sep,-32025000.0,-2.5913338997451145
2023-10-01,Manufacturing & Produksi,Basic Salary,2246,11679200000.0,11620599000.0,2023,10,Oct,-58601000.0,-0.5017552572093978
2023-10-01,Manufacturing & Produksi,Fixed Allowance,2246,1751880000.0,1783953000.0,2023,10,Oct,32073000.0,1.8307760805534625
2023-10-01,Manufacturing & Produksi,Variable Allowance/Incentive,2246,583960000.0,599318000.0,2023,10,Oct,15358000.0,2.629974655798342
2023-10-01,Manufacturing & Produksi,Overtime,2246,1635088000.0,1548468000.0,2023,10,Oct,-86620000.0,-5.297574197841339
2023-10-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2246,838099000.0,844552000.0,2023,10,Oct,6453000.0,0.7699567712167655
2023-10-01,Manufacturing & Produksi,THR & Bonus Tahunan,2246,973267000.0,0.0,2023,10,Oct,-973267000.0,-100.0
2023-10-01,Manufacturing & Produksi,Training & Development,2246,336900000.0,341806000.0,2023,10,Oct,4906000.0,1.456218462451766
2023-10-01,Manufacturing & Produksi,Recruitment Cost,2246,10759000.0,16706000.0,2023,10,Oct,5947000.0,55.27465377823218
2023-10-01,Manufacturing & Produksi,Other Employee Benefit,2246,1235300000.0,1191938000.0,2023,10,Oct,-43362000.0,-3.5102404274265355
2023-11-01,Manufacturing & Produksi,Basic Salary,2248,11689600000.0,11643764000.0,2023,11,Nov,-45836000.0,-0.39210922529427866
2023-11-01,Manufacturing & Produksi,Fixed Allowance,2248,1753440000.0,1702116000.0,2023,11,Nov,-51324000.0,-2.9270462633451957
2023-11-01,Manufacturing & Produksi,Variable Allowance/Incentive,2248,584480000.0,598326000.0,2023,11,Nov,13846000.0,2.368943334245825
2023-11-01,Manufacturing & Produksi,Overtime,2248,1636544000.0,2186549000.0,2023,11,Nov,550005000.0,33.60771234992765
2023-11-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2248,838846000.0,805436000.0,2023,11,Nov,-33410000.0,-3.982852633260455
2023-11-01,Manufacturing & Produksi,THR & Bonus Tahunan,2248,974133000.0,0.0,2023,11,Nov,-974133000.0,-100.0
2023-11-01,Manufacturing & Produksi,Training & Development,2248,337200000.0,354676000.0,2023,11,Nov,17476000.0,5.182680901542112
2023-11-01,Manufacturing & Produksi,Recruitment Cost,2248,10769000.0,12130000.0,2023,11,Nov,1361000.0,12.638127959884853
2023-11-01,Manufacturing & Produksi,Other Employee Benefit,2248,1236400000.0,1218526000.0,2023,11,Nov,-17874000.0,-1.4456486573924296
2023-12-01,Manufacturing & Produksi,Basic Salary,2256,11731200000.0,11711719000.0,2023,12,Dec,-19481000.0,-0.1660614429896345
2023-12-01,Manufacturing & Produksi,Fixed Allowance,2256,1759680000.0,1767244000.0,2023,12,Dec,7564000.0,0.42985088197854154
2023-12-01,Manufacturing & Produksi,Variable Allowance/Incentive,2256,586560000.0,491663000.0,2023,12,Dec,-94897000.0,-16.178566557555918
2023-12-01,Manufacturing & Produksi,Overtime,2256,1642368000.0,2545373000.0,2023,12,Dec,903005000.0,54.98189199984412
2023-12-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2256,841831000.0,840891000.0,2023,12,Dec,-940000.0,-0.11166136671137081
2023-12-01,Manufacturing & Produksi,THR & Bonus Tahunan,2256,977600000.0,5777492000.0,2023,12,Dec,4799892000.0,490.9873158756137
2023-12-01,Manufacturing & Produksi,Training & Development,2256,338400000.0,337458000.0,2023,12,Dec,-942000.0,-0.2783687943262411
2023-12-01,Manufacturing & Produksi,Recruitment Cost,2256,10807000.0,7857000.0,2023,12,Dec,-2950000.0,-27.297122235588045
2023-12-01,Manufacturing & Produksi,Other Employee Benefit,2256,1240800000.0,1174260000.0,2023,12,Dec,-66540000.0,-5.362669245647969
2024-01-01,Manufacturing & Produksi,Basic Salary,2253,12242802000.0,12255332000.0,2024,1,Jan,12530000.0,0.1023458518727984
2024-01-01,Manufacturing & Produksi,Fixed Allowance,2253,1836420000.0,1820531000.0,2024,1,Jan,-15889000.0,-0.8652160181222162
2024-01-01,Manufacturing & Produksi,Variable Allowance/Incentive,2253,612140000.0,579859000.0,2024,1,Jan,-32281000.0,-5.2734668539876495
2024-01-01,Manufacturing & Produksi,Overtime,2253,1713992000.0,1714667000.0,2024,1,Jan,675000.0,0.03938174740605557
2024-01-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2253,878543000.0,884839000.0,2024,1,Jan,6296000.0,0.7166410750526725
2024-01-01,Manufacturing & Produksi,THR & Bonus Tahunan,2253,1020234000.0,0.0,2024,1,Jan,-1020234000.0,-100.0
2024-01-01,Manufacturing & Produksi,Training & Development,2253,337950000.0,519711000.0,2024,1,Jan,181761000.0,53.783399911229466
2024-01-01,Manufacturing & Produksi,Recruitment Cost,2253,10793000.0,11553000.0,2024,1,Jan,760000.0,7.041601037709627
2024-01-01,Manufacturing & Produksi,Other Employee Benefit,2253,1239150000.0,1213035000.0,2024,1,Jan,-26115000.0,-2.1074930395835856
2024-02-01,Manufacturing & Produksi,Basic Salary,2260,12280840000.0,12279934000.0,2024,2,Feb,-906000.0,-0.007377345523596105
2024-02-01,Manufacturing & Produksi,Fixed Allowance,2260,1842126000.0,1870395000.0,2024,2,Feb,28269000.0,1.534585582093733
2024-02-01,Manufacturing & Produksi,Variable Allowance/Incentive,2260,614042000.0,557560000.0,2024,2,Feb,-56482000.0,-9.198393595226385
2024-02-01,Manufacturing & Produksi,Overtime,2260,1719318000.0,3675038000.0,2024,2,Feb,1955720000.0,113.74975426302755
2024-02-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2260,881273000.0,869252000.0,2024,2,Feb,-12021000.0,-1.364049505658292
2024-02-01,Manufacturing & Produksi,THR & Bonus Tahunan,2260,1023403000.0,0.0,2024,2,Feb,-1023403000.0,-100.0
2024-02-01,Manufacturing & Produksi,Training & Development,2260,339000000.0,410332000.0,2024,2,Feb,71332000.0,21.04188790560472
2024-02-01,Manufacturing & Produksi,Recruitment Cost,2260,10826000.0,8790000.0,2024,2,Feb,-2036000.0,-18.80657675965269
2024-02-01,Manufacturing & Produksi,Other Employee Benefit,2260,1243000000.0,1279473000.0,2024,2,Feb,36473000.0,2.934271922767498
2024-03-01,Manufacturing & Produksi,Basic Salary,2280,12389520000.0,12266797000.0,2024,3,Mar,-122723000.0,-0.9905387779348999
2024-03-01,Manufacturing & Produksi,Fixed Allowance,2280,1858428000.0,1837380000.0,2024,3,Mar,-21048000.0,-1.1325701076393597
2024-03-01,Manufacturing & Produksi,Variable Allowance/Incentive,2280,619476000.0,624415000.0,2024,3,Mar,4939000.0,0.797286739114994
2024-03-01,Manufacturing & Produksi,Overtime,2280,1734533000.0,3193568000.0,2024,3,Mar,1459035000.0,84.116877568775
2024-03-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2280,889072000.0,889194000.0,2024,3,Mar,122000.0,0.013722173232314143
2024-03-01,Manufacturing & Produksi,THR & Bonus Tahunan,2280,1032460000.0,0.0,2024,3,Mar,-1032460000.0,-100.0
2024-03-01,Manufacturing & Produksi,Training & Development,2280,342000000.0,323248000.0,2024,3,Mar,-18752000.0,-5.4830409356725145
2024-03-01,Manufacturing & Produksi,Recruitment Cost,2280,10922000.0,15868000.0,2024,3,Mar,4946000.0,45.284746383446254
2024-03-01,Manufacturing & Produksi,Other Employee Benefit,2280,1254000000.0,1177326000.0,2024,3,Mar,-76674000.0,-6.114354066985646
2024-04-01,Manufacturing & Produksi,Basic Salary,2288,12432992000.0,12319269000.0,2024,4,Apr,-113723000.0,-0.9146873093781449
2024-04-01,Manufacturing & Produksi,Fixed Allowance,2288,1864949000.0,1888095000.0,2024,4,Apr,23146000.0,1.241106325159562
2024-04-01,Manufacturing & Produksi,Variable Allowance/Incentive,2288,621650000.0,613646000.0,2024,4,Apr,-8004000.0,-1.2875412209442612
2024-04-01,Manufacturing & Produksi,Overtime,2288,1740619000.0,1673037000.0,2024,4,Apr,-67582000.0,-3.882641749860251
2024-04-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2288,892192000.0,880341000.0,2024,4,Apr,-11851000.0,-1.3283015315089128
2024-04-01,Manufacturing & Produksi,THR & Bonus Tahunan,2288,1036083000.0,12299930000.0,2024,4,Apr,11263847000.0,1087.1568204477826
2024-04-01,Manufacturing & Produksi,Training & Development,2288,343200000.0,371829000.0,2024,4,Apr,28629000.0,8.341783216783217
2024-04-01,Manufacturing & Produksi,Recruitment Cost,2288,10960000.0,17276000.0,2024,4,Apr,6316000.0,57.627737226277375
2024-04-01,Manufacturing & Produksi,Other Employee Benefit,2288,1258400000.0,1291524000.0,2024,4,Apr,33124000.0,2.6322314049586777
2024-05-01,Manufacturing & Produksi,Basic Salary,2302,12509068000.0,12826694000.0,2024,5,May,317626000.0,2.539165987426082
2024-05-01,Manufacturing & Produksi,Fixed Allowance,2302,1876360000.0,1864183000.0,2024,5,May,-12177000.0,-0.6489692809482189
2024-05-01,Manufacturing & Produksi,Variable Allowance/Incentive,2302,625453000.0,615153000.0,2024,5,May,-10300000.0,-1.6468063947251033
2024-05-01,Manufacturing & Produksi,Overtime,2302,1751270000.0,1499079000.0,2024,5,May,-252191000.0,-14.400463663512763
2024-05-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2302,897651000.0,913684000.0,2024,5,May,16033000.0,1.7861061815783639
2024-05-01,Manufacturing & Produksi,THR & Bonus Tahunan,2302,1042422000.0,0.0,2024,5,May,-1042422000.0,-100.0
2024-05-01,Manufacturing & Produksi,Training & Development,2302,345300000.0,412602000.0,2024,5,May,67302000.0,19.490877497827977
2024-05-01,Manufacturing & Produksi,Recruitment Cost,2302,11028000.0,10796000.0,2024,5,May,-232000.0,-2.10373594486761
2024-05-01,Manufacturing & Produksi,Other Employee Benefit,2302,1266100000.0,1305200000.0,2024,5,May,39100000.0,3.0882236790142956
2024-06-01,Manufacturing & Produksi,Basic Salary,2315,12579710000.0,12608176000.0,2024,6,Jun,28466000.0,0.226285025648445
2024-06-01,Manufacturing & Produksi,Fixed Allowance,2315,1886956000.0,1918937000.0,2024,6,Jun,31981000.0,1.6948460907408547
2024-06-01,Manufacturing & Produksi,Variable Allowance/Incentive,2315,628986000.0,637783000.0,2024,6,Jun,8797000.0,1.3986002868108351
2024-06-01,Manufacturing & Produksi,Overtime,2315,1761159000.0,1546852000.0,2024,6,Jun,-214307000.0,-12.168520843376436
2024-06-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2315,902720000.0,916929000.0,2024,6,Jun,14209000.0,1.5740207373271888
2024-06-01,Manufacturing & Produksi,THR & Bonus Tahunan,2315,1048309000.0,0.0,2024,6,Jun,-1048309000.0,-100.0
2024-06-01,Manufacturing & Produksi,Training & Development,2315,347250000.0,416271000.0,2024,6,Jun,69021000.0,19.87645788336933
2024-06-01,Manufacturing & Produksi,Recruitment Cost,2315,11090000.0,16408000.0,2024,6,Jun,5318000.0,47.95311091073039
2024-06-01,Manufacturing & Produksi,Other Employee Benefit,2315,1273250000.0,1212484000.0,2024,6,Jun,-60766000.0,-4.77251129000589
2024-07-01,Manufacturing & Produksi,Basic Salary,2314,12574276000.0,12432133000.0,2024,7,Jul,-142143000.0,-1.130426912849694
2024-07-01,Manufacturing & Produksi,Fixed Allowance,2314,1886141000.0,1915187000.0,2024,7,Jul,29046000.0,1.5399697053401626
2024-07-01,Manufacturing & Produksi,Variable Allowance/Incentive,2314,628714000.0,692510000.0,2024,7,Jul,63796000.0,10.14706209818773
2024-07-01,Manufacturing & Produksi,Overtime,2314,1760399000.0,1835125000.0,2024,7,Jul,74726000.0,4.2448331315798296
2024-07-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2314,902330000.0,915060000.0,2024,7,Jul,12730000.0,1.4107920605543425
2024-07-01,Manufacturing & Produksi,THR & Bonus Tahunan,2314,1047856000.0,0.0,2024,7,Jul,-1047856000.0,-100.0
2024-07-01,Manufacturing & Produksi,Training & Development,2314,347100000.0,483082000.0,2024,7,Jul,135982000.0,39.17660616537021
2024-07-01,Manufacturing & Produksi,Recruitment Cost,2314,11085000.0,14362000.0,2024,7,Jul,3277000.0,29.562471808750562
2024-07-01,Manufacturing & Produksi,Other Employee Benefit,2314,1272700000.0,1185528000.0,2024,7,Jul,-87172000.0,-6.849375343757366
2024-08-01,Manufacturing & Produksi,Basic Salary,2313,12568842000.0,12679281000.0,2024,8,Aug,110439000.0,0.8786728323898096
2024-08-01,Manufacturing & Produksi,Fixed Allowance,2313,1885326000.0,1876292000.0,2024,8,Aug,-9034000.0,-0.4791744239457791
2024-08-01,Manufacturing & Produksi,Variable Allowance/Incentive,2313,628442000.0,689244000.0,2024,8,Aug,60802000.0,9.675037632748925
2024-08-01,Manufacturing & Produksi,Overtime,2313,1759638000.0,1854299000.0,2024,8,Aug,94661000.0,5.379572389320985
2024-08-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2313,901940000.0,938934000.0,2024,8,Aug,36994000.0,4.101603210856598
2024-08-01,Manufacturing & Produksi,THR & Bonus Tahunan,2313,1047404000.0,0.0,2024,8,Aug,-1047404000.0,-100.0
2024-08-01,Manufacturing & Produksi,Training & Development,2313,346950000.0,351830000.0,2024,8,Aug,4880000.0,1.4065427294999278
2024-08-01,Manufacturing & Produksi,Recruitment Cost,2313,11080000.0,8981000.0,2024,8,Aug,-2099000.0,-18.944043321299638
2024-08-01,Manufacturing & Produksi,Other Employee Benefit,2313,1272150000.0,1269954000.0,2024,8,Aug,-2196000.0,-0.17262115316590024
2024-09-01,Manufacturing & Produksi,Basic Salary,2311,12557974000.0,12680688000.0,2024,9,Sep,122714000.0,0.9771799177160265
2024-09-01,Manufacturing & Produksi,Fixed Allowance,2311,1883696000.0,1885278000.0,2024,9,Sep,1582000.0,0.08398382753905088
2024-09-01,Manufacturing & Produksi,Variable Allowance/Incentive,2311,627899000.0,621003000.0,2024,9,Sep,-6896000.0,-1.0982658038952124
2024-09-01,Manufacturing & Produksi,Overtime,2311,1758116000.0,1736292000.0,2024,9,Sep,-21824000.0,-1.2413287860414215
2024-09-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2311,901160000.0,911168000.0,2024,9,Sep,10008000.0,1.1105686004705047
2024-09-01,Manufacturing & Produksi,THR & Bonus Tahunan,2311,1046498000.0,0.0,2024,9,Sep,-1046498000.0,-100.0
2024-09-01,Manufacturing & Produksi,Training & Development,2311,346650000.0,323123000.0,2024,9,Sep,-23527000.0,-6.7869609115822875
2024-09-01,Manufacturing & Produksi,Recruitment Cost,2311,11071000.0,16527000.0,2024,9,Sep,5456000.0,49.281907686749165
2024-09-01,Manufacturing & Produksi,Other Employee Benefit,2311,1271050000.0,1337499000.0,2024,9,Sep,66449000.0,5.227882459383974
2024-10-01,Manufacturing & Produksi,Basic Salary,2314,12574276000.0,12457832000.0,2024,10,Oct,-116444000.0,-0.9260493407334147
2024-10-01,Manufacturing & Produksi,Fixed Allowance,2314,1886141000.0,1866791000.0,2024,10,Oct,-19350000.0,-1.02590421394795
2024-10-01,Manufacturing & Produksi,Variable Allowance/Incentive,2314,628714000.0,664430000.0,2024,10,Oct,35716000.0,5.680802399819314
2024-10-01,Manufacturing & Produksi,Overtime,2314,1760399000.0,1776679000.0,2024,10,Oct,16280000.0,0.9247903458250091
2024-10-01,Manufacturing & Produksi,BPJS (Kesehatan & Ketenagakerjaan),2314,902330000.0,910858000.0,2024,10,Oct,8528000.0,0.9451087739518801
2024-10-01,Manufacturing & Produksi,THR & Bonus Tahunan,2314,1047856000.0,0.0,2024,10,Oct,-1047856000.0,-100.0
2024-10-01,Manufacturing & Produksi,Training & Development,2314,347100000.0,438887000.0,2024,10,Oct,91787000.0,26.443964275424946
2024-10-01,Manufacturing & Produksi,Recruitment Cost,2314,11085000.0,14656000.0,2024,10,Oct,3571000.0,32.21470455570591
2024-10-01,Manufacturing & Produksi,Other Employee Benefit,2314,1272700000.0,1221223000.0,2024,10,Oct,-51477000.0,-4.044708100887876
2024-11-01,Manufacturing & Produksi,Basic Salary,2326,12639484000.0,12645976000.0,2024,11,Nov,6492000.0,0.051362856268499575
2024-11-01,Manufacturing & Produksi,Fixed Allowance,2326,1895923000.0,1929004000.0,2024,11,Nov,33081000.0,1.7448493425102178
